Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Spielerfahrung
Grant Gondrezick,64,26.2,5.5,2.1,4.7,45.0,0.1,0.3,23.5,1.2,1.7,70.1,0.7,1.0,1.7,1.3,0.4,0.1,0.9,0.0,Unerfahren
Billy Thompson,59,25.8,5.6,2.4,4.4,54.4,0.0,0.0,0.0,0.8,1.3,64.9,1.2,1.7,2.9,1.0,0.3,0.5,1.0,1.0,Unerfahren
Mason Plumlee,70,36.4,7.4,2.8,4.3,65.9,0.0,0.0,0.0,1.7,2.8,62.6,1.4,3.0,4.4,0.9,0.7,0.8,1.1,0.0,Amateur
Rafael Addison,62,23.0,5.8,2.4,5.3,44.1,0.3,0.8,32.0,0.8,1.0,79.7,0.7,1.0,1.7,0.7,0.4,0.1,0.9,1.0,Unerfahren
Chris Washburn,35,22.0,3.8,1.6,4.1,39.3,0.0,0.0,0.0,0.5,1.5,35.3,1.0,1.9,2.9,0.5,0.2,0.2,1.1,0.0,Unerfahren
Keith Smith,42,22.0,3.3,1.4,3.6,38.0,0.1,0.2,33.3,0.5,0.7,75.0,0.3,0.5,0.8,1.0,0.6,0.1,0.7,0.0,Unerfahren
Johnny Newman,59,21.4,5.0,1.9,4.7,41.1,0.0,0.4,4.5,1.1,1.3,86.8,0.6,0.6,1.2,0.5,0.3,0.1,0.8,1.0,Unerfahren
Johnny Rogers,45,20.8,4.2,2.0,4.1,48.6,0.0,0.1,0.0,0.2,0.3,60.0,0.7,1.0,1.7,0.6,0.2,0.2,0.4,0.0,Unerfahren
Dell Curry,67,19.0,4.9,2.1,4.9,42.6,0.3,0.9,28.3,0.4,0.6,78.9,0.4,0.7,1.2,0.9,0.4,0.1,0.7,1.0,Unerfahren
Buck Johnson,60,17.4,3.8,1.6,3.4,46.8,0.0,0.0,0.0,0.7,1.0,69.0,0.6,0.8,1.5,0.7,0.3,0.3,0.6,1.0,Unerfahren
Clinton Smith,41,16.6,3.1,1.2,2.9,42.7,0.0,0.0,0.0,0.7,0.9,75.0,0.6,0.7,1.4,1.1,0.3,0.0,0.6,0.0,Unerfahren
Dave Feitl,62,16.0,3.7,1.4,3.3,43.6,0.0,0.0,0.0,0.9,1.1,74.6,0.6,1.3,1.9,0.4,0.1,0.1,0.6,1.0,Unerfahren
Bob Martin,43,13.4,3.4,1.2,3.1,37.8,0.1,0.3,20.0,1.0,1.5,63.6,0.3,0.7,1.0,0.8,0.3,0.1,0.8,0.0,Unerfahren
Bob Martin,53,20.2,2.1,0.8,1.7,45.5,0.0,0.0,0.0,0.6,1.0,60.8,0.7,1.5,2.2,0.3,0.1,0.6,0.6,0.0,Unerfahren
Conner Henry,54,12.0,2.3,0.9,2.5,33.8,0.2,0.8,31.0,0.3,0.5,63.0,0.1,0.5,0.6,0.6,0.2,0.0,0.5,0.0,Unerfahren
Patrick Ewing,50,70.8,20.0,7.7,16.3,47.4,0.0,0.1,0.0,4.5,6.1,73.9,2.5,6.5,9.0,2.0,1.1,2.1,3.4,0.0,Unerfahren
Xavier McDaniel,82,66.0,17.1,7.0,14.3,49.0,0.0,0.1,20.0,3.0,4.4,68.7,3.7,4.2,8.0,2.4,1.2,0.5,3.0,1.0,Erfahren
Karl Malone*,81,61.2,14.9,6.2,12.5,49.6,0.0,0.0,0.0,2.4,5.0,48.1,2.1,6.7,8.9,2.9,1.3,0.5,3.4,1.0,Erfahren
Wayman Tisdale,81,56.2,14.7,6.4,12.4,51.5,0.0,0.0,0.0,2.0,2.9,68.4,2.4,4.9,7.2,1.0,0.4,0.5,2.3,1.0,Erfahren
Benoit Benjamin,79,52.8,11.1,4.1,8.4,49.0,0.0,0.0,33.3,2.9,3.9,74.6,2.0,5.6,7.6,1.0,0.8,2.6,1.8,1.0,Erfahren
Chris Mullin*,55,50.6,14.0,5.2,11.3,46.3,0.1,0.5,18.5,3.4,3.8,89.6,0.8,1.3,2.1,1.9,1.3,0.4,1.4,1.0,Unerfahren
Gerald Wilkins,81,50.0,12.5,5.4,11.5,46.8,0.1,0.3,28.0,1.6,2.9,55.7,1.1,1.4,2.6,2.0,0.8,0.1,1.9,1.0,Erfahren
Joe Dumars*,82,47.8,9.4,3.5,7.3,48.1,0.1,0.2,31.3,2.3,2.9,79.8,0.7,0.7,1.5,4.8,0.8,0.1,1.9,1.0,Amateur
Cody Zeller,82,34.6,6.0,2.1,4.9,42.6,0.0,0.0,0.0,1.8,2.4,73.0,1.4,2.9,4.3,1.1,0.5,0.5,1.1,0.0,Amateur
Charles Oakley,77,46.0,9.6,3.6,7.0,51.9,0.0,0.0,0.0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,1.0,Amateur
Jon Koncak,82,41.4,8.3,3.2,6.3,50.7,0.0,0.0,0.0,1.9,3.1,60.7,2.1,3.6,5.7,0.7,0.5,0.8,1.4,1.0,Amateur
Keith Lee,58,41.2,7.4,3.1,6.6,46.6,0.0,0.2,22.2,1.3,1.7,78.1,2.0,4.1,6.1,1.2,0.5,0.6,1.3,0.0,Unerfahren
Ed Pinckney,80,40.0,8.5,3.2,5.7,55.8,0.0,0.0,0.0,2.1,3.2,67.3,1.2,2.7,3.9,1.1,0.9,0.5,1.9,1.0,Amateur
A.C. Green,82,37.6,6.4,2.5,4.7,53.9,0.0,0.1,16.7,1.2,2.0,61.1,2.0,2.7,4.6,0.7,0.6,0.6,1.2,1.0,Amateur
Bob Thornton,71,37.2,4.7,1.8,3.9,45.6,0.0,0.0,0.0,1.2,2.3,53.1,1.6,2.5,4.1,0.6,0.4,0.1,1.2,1.0,Amateur
Terry Catledge,64,34.2,7.7,3.2,6.7,46.9,0.0,0.1,0.0,1.4,2.2,64.7,1.7,2.6,4.3,0.3,0.5,0.1,1.1,1.0,Unerfahren
Spud Webb,79,31.2,7.8,2.5,5.2,48.3,0.0,0.1,18.2,2.7,3.5,78.5,0.3,1.2,1.6,4.3,1.0,0.1,2.0,1.0,Amateur
Terry Porter,79,30.8,7.1,2.7,5.7,47.4,0.2,0.5,31.0,1.6,2.0,80.6,0.4,1.0,1.5,2.5,1.0,0.0,1.3,1.0,Amateur
Marquese Chriss,34,34.2,7.0,2.7,6.3,42.7,0.6,2.1,31.0,1.0,1.7,59.6,1.1,2.2,3.3,0.5,0.5,0.5,1.2,0.0,Unerfahren
Nick Calathes,71,33.0,4.9,2.0,4.4,45.7,0.3,0.9,31.1,0.6,1.0,61.1,0.3,1.6,1.9,2.9,0.9,0.1,1.4,0.0,Amateur
Carey Scurry,78,30.0,4.7,1.8,3.9,47.2,0.0,0.1,9.1,1.0,1.6,61.9,1.2,1.9,3.1,1.1,1.0,0.8,1.2,0.0,Amateur
Dirk Minniefield,76,29.8,5.5,2.2,4.6,48.1,0.1,0.5,27.0,1.0,1.2,78.5,0.6,1.2,1.7,3.5,0.9,0.0,1.4,0.0,Amateur
Joe Kleine,80,29.6,5.2,2.0,4.3,46.5,0.0,0.0,0.0,1.2,1.6,72.3,1.4,3.3,4.7,0.6,0.3,0.4,1.3,1.0,Amateur
Alfredrick Hughes,68,25.4,5.2,2.2,5.5,40.9,0.0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.9,0.4,0.1,0.9,0.0,Unerfahren
Ken Johnson,64,25.4,4.1,1.8,3.3,52.8,0.0,0.0,,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,0.0,Unerfahren
Ken Johnson,64,25.4,4.1,1.8,3.3,52.8,0.0,0.0,,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,0.0,Unerfahren
Pete Williams,53,21.6,2.8,1.3,2.1,60.4,0.0,0.0,,0.3,0.8,42.5,0.9,1.9,2.8,0.3,0.4,0.4,0.4,0.0,Unerfahren
Bill Martin,66,21.0,5.0,2.2,4.5,48.0,0.0,0.1,0.0,0.7,0.8,85.2,0.6,0.9,1.5,0.8,0.3,0.1,0.9,0.0,Unerfahren
Tony Snell,77,32.0,4.5,1.7,4.4,38.4,0.7,2.3,32.0,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.4,0.2,0.6,0.0,Amateur
Fred Cofield,45,20.8,3.7,1.7,4.1,40.8,0.1,0.3,20.0,0.3,0.4,60.0,0.1,0.9,1.0,1.8,0.4,0.1,1.1,0.0,Unerfahren
Dwayne McClain,45,20.4,3.5,1.5,4.0,38.3,0.0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,0.0,Unerfahren
John Battle,64,20.0,4.3,1.6,3.5,45.5,0.0,0.1,0.0,1.2,1.6,72.8,0.2,0.8,1.0,1.2,0.4,0.1,0.7,1.0,Unerfahren
Jerry Reynolds,55,18.4,3.7,1.3,2.9,44.4,0.0,0.0,50.0,1.1,1.9,55.8,0.7,0.8,1.5,1.6,0.8,0.3,0.9,1.0,Unerfahren
Steve Harris,57,17.0,4.5,1.8,4.1,44.2,0.0,0.1,20.0,0.9,0.9,92.6,0.4,0.6,1.0,0.9,0.4,0.1,0.6,1.0,Unerfahren
Lorenzo Charles,36,15.2,3.4,1.4,2.4,55.7,0.0,0.0,0.0,0.7,1.0,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,0.0,Unerfahren
Sam Vincent,57,15.2,3.2,1.0,2.8,36.4,0.0,0.1,25.0,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1.0,Unerfahren
Blair Rasmussen,48,13.8,3.2,1.3,3.1,40.7,0.0,0.0,0.0,0.6,0.8,79.5,0.8,1.3,2.0,0.3,0.1,0.2,0.8,1.0,Unerfahren
Phil Pressey,75,30.2,2.8,1.0,3.4,30.8,0.4,1.4,26.4,0.4,0.6,64.4,0.3,1.1,1.4,3.2,0.9,0.1,1.2,0.0,Amateur
Michael Jordan*,82,76.6,28.2,10.2,19.8,51.5,0.1,0.6,17.3,7.7,9.1,84.5,2.0,4.5,6.5,5.9,2.4,0.8,3.5,1.0,Erfahren
Vern Fleming,80,62.2,14.1,5.4,11.5,47.0,0.0,0.1,0.0,3.3,4.2,76.7,1.9,2.2,4.0,3.1,1.2,0.1,2.5,1.0,Erfahren
Sam Bowie,76,58.4,10.0,3.9,7.3,53.7,0.0,0.0,0.0,2.1,3.0,71.1,2.7,5.9,8.6,2.8,0.7,2.7,2.3,1.0,Erfahren
Charles Barkley*,82,57.2,14.0,5.2,9.5,54.5,0.0,0.1,16.7,3.6,4.9,73.3,3.2,5.3,8.6,1.9,1.2,1.0,2.5,1.0,Erfahren
Sam Perkins,82,56.6,11.0,4.2,9.0,47.1,0.1,0.4,25.0,2.4,3.0,82.0,2.3,5.1,7.4,1.6,0.8,0.8,1.2,1.0,Erfahren
Jay Humphries,80,51.6,8.8,3.5,7.8,44.6,0.1,0.3,20.0,1.8,2.1,82.9,0.4,1.7,2.1,4.4,1.3,0.1,2.1,1.0,Erfahren
Melvin Turpin,79,49.4,10.6,4.6,9.0,51.1,0.0,0.0,,1.4,1.8,78.4,2.0,3.8,5.7,0.5,0.5,1.1,1.5,1.0,Amateur
Otis Thorpe,82,46.8,12.8,5.0,8.4,60.0,0.0,0.0,0.0,2.8,4.5,62.0,2.3,4.5,6.8,1.4,0.4,0.5,2.3,1.0,Amateur
Kevin Willis,82,43.6,9.3,3.9,8.4,46.7,0.0,0.1,22.2,1.5,2.2,65.7,2.2,4.2,6.4,0.4,0.4,0.6,1.3,1.0,Amateur
Michael Cage,75,43.0,7.1,2.9,5.3,54.3,0.0,0.0,0.0,1.3,1.8,73.7,1.7,3.5,5.2,0.7,0.6,0.4,1.1,1.0,Amateur
Alvin Robertson,79,42.6,9.2,3.8,7.6,49.8,0.1,0.1,36.4,1.6,2.1,73.4,1.5,1.9,3.4,3.5,1.6,0.3,2.1,1.0,Amateur
Tim McCormick,78,40.6,9.3,3.4,6.2,55.7,0.0,0.0,0.0,2.4,3.4,71.5,1.9,3.2,5.1,1.0,0.2,0.4,1.5,1.0,Amateur
Charles Jones,78,40.2,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,1.0,Amateur
Charles Jones,78,40.2,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,0.0,Amateur
Charles Jones,78,40.2,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,0.0,Amateur
Charles Jones,29,32.8,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0,1.0,Unerfahren
Charles Jones,29,32.8,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0,0.0,Unerfahren
Charles Jones,29,32.8,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0,0.0,Unerfahren
Jeff Turner,72,39.6,5.8,2.4,5.2,45.4,0.0,0.0,0.0,1.1,1.3,85.9,1.2,1.8,3.0,1.5,0.4,0.1,1.3,1.0,Amateur
Tony Brown,82,38.6,6.6,2.6,5.7,46.0,0.0,0.1,0.0,1.4,2.1,67.8,1.8,1.7,3.5,1.9,0.7,0.1,1.4,1.0,Amateur
Antoine Carr,62,38.6,8.0,3.2,6.0,52.8,0.0,0.1,33.3,1.6,2.1,78.9,1.3,2.5,3.7,1.3,0.5,1.3,1.7,1.0,Unerfahren
Steve Colter,78,37.4,7.1,2.8,6.1,45.3,0.3,0.9,35.1,1.3,1.7,75.4,0.5,1.4,1.9,3.1,1.0,0.1,1.4,1.0,Amateur
Ken Bannister,75,37.4,6.8,2.8,5.9,47.0,0.0,0.0,0.0,1.2,2.6,47.4,1.4,3.0,4.4,0.5,0.5,0.5,1.9,1.0,Amateur
John Stockton*,82,36.4,5.6,1.9,4.1,47.1,0.0,0.1,18.2,1.7,2.4,73.6,0.3,1.0,1.3,5.1,1.3,0.1,1.8,1.0,Amateur
Terence Stansbury,74,34.6,7.1,2.8,6.2,45.9,0.1,0.3,16.0,1.4,1.7,81.0,0.5,1.0,1.5,1.7,0.6,0.2,1.1,0.0,Amateur
Othell Wilson,74,34.0,4.4,1.8,3.9,46.0,0.0,0.2,18.8,0.7,1.0,71.1,0.5,1.3,1.8,2.9,1.0,0.2,1.3,0.0,Amateur
Eddie Lee Wilkins,54,34.0,5.5,2.1,4.3,49.8,0.0,0.0,0.0,1.2,2.3,54.1,1.6,3.3,4.9,0.3,0.4,0.3,1.2,1.0,Unerfahren
Chuck Aleksinas,74,30.2,5.1,2.2,4.6,47.8,0.0,0.0,0.0,0.7,1.0,73.3,1.2,2.5,3.6,0.5,0.2,0.2,1.0,0.0,Amateur
Ron Anderson,36,28.8,5.8,2.3,5.4,43.1,0.0,0.1,50.0,1.1,1.4,82.0,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1.0,Unerfahren
Frank Brickowski,78,28.6,4.9,1.9,3.9,49.2,0.0,0.1,0.0,1.1,1.6,66.9,1.0,2.4,3.3,1.3,0.4,0.2,1.3,1.0,Amateur
Ozell Jones,67,26.6,3.7,1.6,2.7,58.9,0.0,0.0,0.0,0.5,1.2,39.8,1.0,2.6,3.6,0.8,0.5,0.8,0.9,0.0,Unerfahren
Devin Durrant,59,25.6,5.1,1.9,4.6,41.6,0.0,0.1,0.0,1.2,1.7,70.6,0.8,1.3,2.1,1.4,0.3,0.2,1.3,0.0,Unerfahren
Jerome Kersey,77,24.8,6.1,2.3,4.8,47.8,0.0,0.0,0.0,1.5,2.4,64.6,1.2,1.4,2.7,0.8,0.6,0.4,0.9,1.0,Amateur
Ron Cavenall,53,24.6,1.5,0.5,1.6,32.6,0.0,0.0,0.0,0.4,0.7,56.4,1.0,2.1,3.1,0.4,0.2,0.8,0.8,0.0,Unerfahren
Jim Petersen,60,23.8,3.2,1.2,2.4,48.6,0.0,0.0,,0.8,1.1,75.8,0.7,1.7,2.5,0.5,0.2,0.5,1.2,1.0,Unerfahren
Tony Campbell,56,22.4,5.6,2.3,4.7,49.6,0.0,0.0,0.0,1.0,1.3,80.0,0.7,0.9,1.6,0.4,0.5,0.1,1.2,1.0,Unerfahren
Lancaster Gordon,63,21.6,4.1,1.7,4.6,38.3,0.0,0.1,22.2,0.6,0.8,75.5,0.4,0.6,1.0,1.4,0.5,0.1,1.1,0.0,Unerfahren
Gary Plummer,66,21.2,3.8,1.4,3.5,39.7,0.0,0.1,25.0,1.0,1.4,70.7,0.8,1.2,2.0,0.4,0.2,0.2,0.8,0.0,Unerfahren
Kenny Fields,51,21.0,3.8,1.6,3.7,44.0,0.0,0.0,0.0,0.5,0.7,75.0,0.8,0.8,1.6,0.7,0.2,0.2,0.6,0.0,Unerfahren
Cory Blackwell,60,18.4,3.4,1.5,4.0,36.7,0.0,0.0,0.0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7,0.0,Unerfahren
Bernard Thompson,59,18.2,3.3,1.3,3.6,37.3,0.0,0.1,0.0,0.7,0.9,76.5,0.6,0.7,1.3,0.9,0.5,0.2,0.6,1.0,Unerfahren
Peter Thibeaux,51,18.0,4.5,1.8,3.8,48.2,0.0,0.0,0.0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7,0.0,Unerfahren
Steve Burtt,47,17.8,4.2,1.5,4.0,38.3,0.0,0.0,0.0,1.1,1.6,68.8,0.2,0.4,0.6,0.4,0.5,0.1,0.7,0.0,Unerfahren
Leon Wood,38,14.2,3.2,1.3,3.5,37.3,0.1,0.8,13.3,0.5,0.7,69.2,0.1,0.4,0.5,1.2,0.2,0.0,0.7,1.0,Unerfahren
Charlie Sitton,43,14.2,2.1,0.9,2.2,41.5,0.0,0.0,0.0,0.3,0.6,52.0,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0.0,Unerfahren
Tom Scheffler,39,13.8,1.3,0.5,1.3,41.2,0.0,0.0,,0.3,0.5,50.0,0.5,1.5,1.9,0.3,0.2,0.3,0.4,0.0,Unerfahren
Willie White,39,12.0,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,0.0,Unerfahren
Rick Carlisle,38,9.4,1.8,0.7,1.8,38.8,0.0,0.1,0.0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0.0,0.5,1.0,Unerfahren
Ralph Sampson*,82,65.6,21.0,8.7,16.7,52.3,0.0,0.0,25.0,3.5,5.3,66.1,3.6,7.6,11.1,2.0,0.8,2.4,3.6,1.0,Erfahren
Steve Stipanovich,81,60.0,12.0,4.8,10.1,48.0,0.0,0.2,18.8,2.3,3.0,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2.0,1.0,Erfahren
Ennis Whatley,80,54.0,8.4,3.3,7.0,46.9,0.0,0.0,0.0,1.8,2.5,73.0,0.8,1.7,2.5,8.3,1.5,0.2,3.4,1.0,Erfahren
Rodney McCray,79,52.6,10.8,4.2,8.5,49.9,0.0,0.1,25.0,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5,1.0,Erfahren
Anthony Bonner,52,25.6,4.2,1.5,4.3,35.6,0.3,1.0,24.5,0.8,1.3,63.8,0.9,2.0,3.0,0.3,0.4,0.1,0.9,1.0,Unerfahren
Mitchell Wiggins,82,51.8,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4.0,2.3,1.3,0.1,1.7,1.0,Erfahren
Thurl Bailey,81,49.6,8.5,3.7,7.3,51.2,0.0,0.0,0.0,1.1,1.4,75.2,1.4,4.3,5.7,1.6,0.5,1.5,1.3,1.0,Amateur
Jeff Malone,81,48.8,12.1,5.0,11.3,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,1.9,0.3,0.2,1.4,1.0,Amateur
Doc Rivers,81,47.8,9.3,3.1,6.7,46.2,0.0,0.1,16.7,3.1,4.0,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1,1.0,Amateur
Roy Hinson,80,46.4,5.5,2.3,4.6,49.6,0.0,0.0,0.0,0.9,1.5,59.0,2.2,4.1,6.2,0.9,0.4,1.8,1.4,1.0,Amateur
Byron Scott,74,44.2,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6,1.0,Amateur
Paul Thompson,82,42.2,9.0,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9,0.0,Amateur
Derek Harper,82,41.8,5.7,2.4,5.5,44.3,0.0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,2.9,1.2,0.3,1.4,1.0,Amateur
Fred Roberts,79,38.8,7.3,2.7,5.1,53.6,0.0,0.1,25.0,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3,1.0,Amateur
Rod Foster,80,35.6,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4,0.0,Amateur
Dewayne Dedmon,31,25.2,3.1,1.2,2.7,45.8,0.0,0.0,0.0,0.7,1.0,65.6,1.2,2.9,4.1,0.2,0.2,0.7,0.6,0.0,Unerfahren
Jon Sundvold,73,35.2,6.9,3.0,6.7,44.5,0.1,0.5,24.3,0.9,1.0,88.9,0.3,0.9,1.2,3.3,0.4,0.0,1.1,1.0,Amateur
Clyde Drexler*,82,34.4,7.7,3.1,6.8,45.1,0.0,0.0,25.0,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5,1.0,Amateur
Jim Thomas,72,33.8,6.3,2.6,5.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1.0,0.0,Amateur
Darrell Walker,82,32.2,7.9,2.6,6.3,41.7,0.0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2.0,3.5,1.6,0.2,2.4,1.0,Amateur
Sidney Lowe,78,31.8,4.2,1.4,3.3,41.3,0.0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,0.0,Amateur
Dale Ellis,67,31.6,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1.0,Unerfahren
Darren Daye,75,31.4,6.1,2.4,5.4,44.1,0.0,0.1,0.0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3,1.0,Amateur
Randy Wittman,78,27.4,4.5,2.1,4.1,50.3,0.0,0.1,40.0,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0.0,0.4,1.0,Amateur
Sidney Green,49,27.2,5.2,2.0,4.7,43.9,0.0,0.0,0.0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,1.0,Unerfahren
Granville Waiters,78,26.6,3.6,1.6,3.1,51.7,0.0,0.0,0.0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,1.0,Amateur
C.J. McCollum,38,25.0,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,0.0,Unerfahren
Howard Carter,55,25.0,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8,0.0,Unerfahren
Dane Suttle,40,23.4,6.5,2.7,5.4,50.9,0.0,0.1,0.0,1.0,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0.0,0.8,0.0,Unerfahren
Scooter McCray,47,22.2,2.7,1.0,2.6,38.8,0.0,0.0,0.0,0.7,1.1,70.0,1.0,1.5,2.4,0.9,0.2,0.4,0.7,0.0,Unerfahren
Sedale Threatt,45,20.6,3.3,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0.0,0.7,1.0,Unerfahren
John Paxson,49,18.6,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3.0,0.2,0.0,0.7,1.0,Unerfahren
Leroy Combs,48,18.6,4.5,1.7,3.4,49.7,0.0,0.1,0.0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1.0,0.0,Unerfahren
Larry Micheaux,39,17.0,3.1,1.3,2.3,54.4,0.0,0.0,0.0,0.5,1.0,53.8,1.0,1.9,2.9,0.5,0.5,0.3,0.5,0.0,Unerfahren
Randy Breuer,57,16.6,2.9,1.2,3.1,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.0,Unerfahren
Pace Mannion,57,16.4,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1.0,0.8,0.4,0.0,0.4,1.0,Unerfahren
Kris Dunn,33,33.8,4.1,1.5,4.1,37.3,0.3,0.9,29.0,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1.0,0.3,1.2,0.0,Unerfahren
Robbie Hummel,53,24.8,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0.0,0.2,0.0,Unerfahren
Bruce Kuczenski,15,15.8,1.9,0.7,2.5,27.0,0.0,0.0,0.0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1.0,0.0,Unerfahren
Russell Cross,45,15.8,3.7,1.4,2.5,57.1,0.0,0.0,0.0,0.8,2.0,41.8,0.8,1.0,1.8,0.5,0.3,0.2,0.4,0.0,Unerfahren
Bob Hansen,55,15.2,2.7,1.2,2.6,44.8,0.0,0.1,0.0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,1.0,Unerfahren
Greg Kite,35,11.2,1.9,0.9,1.9,45.5,0.0,0.0,0.0,0.1,0.5,31.3,0.8,1.0,1.8,0.2,0.0,0.1,0.6,1.0,Unerfahren
Terry Cummings,70,72.4,23.7,9.8,18.7,52.3,0.0,0.0,0.0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,1.0,Erfahren
Clark Kellogg,81,68.2,20.1,8.4,17.5,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,1.0,Erfahren
Quintin Dailey,76,54.8,15.1,6.2,13.3,46.6,0.1,0.3,20.0,2.7,3.7,73.0,1.1,2.3,3.4,3.7,0.9,0.1,2.7,1.0,Erfahren
Rod Higgins,82,53.6,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1.0,Erfahren
Craig Hodges,76,53.2,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,1.0,Erfahren
Jeff Withey,58,23.6,3.3,1.2,2.2,53.5,0.0,0.0,0.0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3,0.0,Unerfahren
James Worthy*,77,51.2,13.4,5.8,10.0,57.9,0.0,0.1,25.0,1.8,2.9,62.4,2.0,3.1,5.2,1.7,1.2,0.8,2.3,1.0,Erfahren
